time,cpu_usage_pct,ram_usage_pct,network_in,network_out,block:block_bio_backmerge,block:block_bio_remap,block:block_dirty_buffer,block:block_getrq,block:block_touch_buffer,block:block_unplug,clk:clk_set_rate,cpu-migrations,cs,fib:fib_table_lookup,filemap:mm_filemap_add_to_page_cache,gpio:gpio_value,ipi:ipi_raise,irq:irq_handler_entry,irq:softirq_entry,jbd2:jbd2_handle_start,jbd2:jbd2_start_commit,kmem:kfree,kmem:kmalloc,kmem:kmem_cache_alloc,kmem:kmem_cache_free,kmem:mm_page_alloc,kmem:mm_page_alloc_zone_locked,kmem:mm_page_free,kmem:mm_page_pcpu_drain,mmc:mmc_request_start,net:net_dev_queue,net:net_dev_xmit,net:netif_rx,page-faults,pagemap:mm_lru_insertion,preemptirq:irq_enable,qdisc:qdisc_dequeue,random:get_random_bytes,random:mix_pool_bytes_nolock,random:urandom_read,raw_syscalls:sys_enter,raw_syscalls:sys_exit,rpm:rpm_resume,rpm:rpm_suspend,sched:sched_process_exec,sched:sched_process_free,sched:sched_process_wait,sched:sched_switch,sched:sched_wakeup,signal:signal_deliver,signal:signal_generate,skb:consume_skb,skb:kfree_skb,skb:skb_copy_datagram_iovec,sock:inet_sock_set_state,task:task_newtask,tcp:tcp_destroy_sock,tcp:tcp_probe,timer:hrtimer_start,timer:timer_start,workqueue:workqueue_activate_work,writeback:global_dirty_state,writeback:sb_clear_inode_writeback,writeback:wbc_writepage,writeback:writeback_dirty_inode,writeback:writeback_dirty_inode_enqueue,writeback:writeback_dirty_page,writeback:writeback_mark_inode_dirty,writeback:writeback_pages_written,writeback:writeback_single_inode,writeback:writeback_write_inode,writeback:writeback_written
10:38:20,19.5,0.0198279,1.92,19.46,0,0,0,0,0,0,2,12,293260,7,0,4,1333,117808,1800,0,0,7496,5346,3201,3671,894,201,975,63,2,44,44,1,1662,695,976391,91,7,16,47,188254,188236,4,4,7,8,15,292953,177940,7,10,102,12,14,0,8,0,42,354097,144,30,1,0,0,23,0,0,23,1,0,0,1
10:38:29,19.6,0.0196289,1.95,19.84,0,1,0,1,0,1,4,27,290285,6,0,8,1061,115436,1768,0,0,7472,5334,3197,3421,901,74,922,252,4,42,42,1,1636,682,962863,87,7,17,47,187209,187181,6,7,7,8,15,289782,176952,7,10,97,12,14,0,8,0,41,359170,150,37,1,1,0,19,0,0,19,1,2,2,2
10:38:39,19.6,0.019535,1.81,18.61,0,0,0,0,0,0,2,22,293589,7,0,4,1340,117511,1835,0,0,7498,5346,3195,3894,901,139,992,220,2,42,42,1,1680,696,976957,87,8,17,47,189061,189045,4,5,7,10,15,293453,178670,7,10,98,12,14,0,8,0,40,349652,149,33,1,0,0,21,0,0,21,1,0,0,1
10:38:49,19.7,0.0195789,1.89,19.42,0,0,0,0,0,0,4,27,288199,9,0,4,1332,115739,1752,0,0,7574,5411,3273,3899,916,265,980,189,2,43,43,1,1668,704,961105,89,8,17,48,185625,185616,4,5,7,8,15,288075,175051,7,10,102,15,16,0,8,0,40,354886,144,30,1,0,0,24,0,0,24,1,0,0,1
10:38:58,19.7,0.0197045,1.94,19.62,0,0,0,0,0,0,4,11,292370,7,0,4,1304,117103,1664,0,0,7230,5177,3190,3417,895,75,890,63,2,41,41,1,1706,694,971146,85,7,17,47,187844,187828,4,5,7,2,15,292067,177710,7,10,96,12,14,0,8,0,38,365082,138,28,1,0,0,22,0,0,22,1,0,0,1
10:39:08,19.7,0.0194483,1.77,19.36,0,1,0,1,0,1,4,10,279166,9,0,8,1314,103238,1676,0,0,7126,5099,524,1181,54,3,129,0,4,43,43,1,69,28,889283,89,1,17,3,185517,185513,6,7,0,0,2,279046,178514,3,3,96,13,6,0,0,0,41,349740,142,33,1,1,0,2,0,0,2,1,2,2,2
10:39:17,19.7,0.0197779,1.85,19.44,0,0,0,0,0,0,4,9,285544,10,0,4,1328,108425,1743,0,0,7682,5650,2127,2470,246,69,270,0,2,50,50,5,810,135,924922,95,2,17,2,188760,188743,2,3,2,3,6,285124,179085,4,5,104,17,11,0,3,0,46,354685,144,30,0,0,0,3,0,0,3,0,0,0,0
10:39:27,19.8,0.01963,1.70,18.89,0,0,0,0,0,0,4,5,298966,6,0,4,334,121050,1708,0,0,7269,5224,717,1169,74,4,98,0,2,46,46,1,58,19,983841,95,0,17,3,186771,186758,4,5,0,0,2,298636,179415,3,3,104,21,11,0,0,0,44,384815,135,29,1,0,0,2,0,0,2,1,0,0,1
10:39:36,19.9,0.0195555,1.64,19.36,0,0,0,0,0,0,6,10,297042,7,0,4,1329,121380,1795,0,0,7662,5640,2116,2446,248,7,267,0,2,48,48,5,805,142,984727,91,2,17,2,187739,187722,4,5,2,3,6,296686,178147,4,5,98,17,11,0,3,0,45,369841,156,32,1,0,0,4,0,0,4,1,0,0,1
10:39:45,19.9,0.0195187,1.77,19.36,0,2,0,2,4,1,4,6,299240,7,0,12,1302,122292,1642,2,0,7256,5213,730,1068,73,4,98,0,6,45,45,1,64,27,986383,93,0,18,3,186680,186671,6,7,0,0,2,298916,179383,3,3,103,21,11,0,0,0,44,377136,142,30,1,1,0,3,0,0,3,1,2,2,2
